"","ECS"
"373",5.93712132240997
"374",5.04512040504145
"375",1.7636787903228
"376",1.73287187091326
"377",3.37505203561415
"378",4.01509416531904
"379",4.73239421815663
"380",4.59064663022837
"381",3.01454062549171
"382",3.80094880605633
"383",5.21268150631655
"384",2.27705419183299
"385",1.73360189328323
"386",3.34012561705576
"387",3.73513651098946
"388",3.97289262662409
"389",5.12699419090334
"390",5.45443760566182
"391",1.28399058862402
"392",4.22382491795816
"393",2.44770493503473
"394",2.37068249166539
"395",2.92225365937118
"396",1.74413999205566
"397",2.11383667568425
"398",4.36852905963117
"399",5.71749515257973
"400",2.45725389591672
"401",2.79643053280348
"402",3.06836079491735
"403",2.86089955131684
"404",4.95869102016696
"405",3.84530517842114
"406",6.82611007530458
"407",2.78341501340759
"408",4.68809740963736
"409",1.7147129986183
"410",2.24609623217871
"411",3.62773400907828
"412",3.16493757057581
"413",6.41221719539882
"414",1.86346763570628
"415",7.18469292225769
"416",2.8934114707017
"417",2.80540899312399
"418",2.70640899268741
"419",5.08697458512055
"420",6.02175170758045
"421",2.79194148721818
"422",4.77365343512194
"423",3.05594643784482
"424",4.91778426764708
"425",2.94861797824529
"426",3.69054587711933
"427",3.17920957157054
"428",4.25857972770006
"429",4.5463970781112
"430",4.41086217232801
"431",2.75861831163334
"432",3.23410150704805
"433",2.59638640016187
"434",4.16683991363308
"435",2.31290449080618
"436",2.80625734918335
"437",4.52981373567012
"438",3.91777475164902
"439",2.50999280587949
"440",7.42128112245756
"441",5.62951801700696
"442",4.57160020272899
"443",3.79289315139752
"444",3.42463506629244
"445",3.31327338128261
"446",3.30826956784989
"447",2.84785505153282
"448",4.73783441137363
"449",5.95214348814342
"450",2.38898627468981
"451",3.92248231255333
"452",2.80383340563676
"453",2.95354404459887
"454",3.68291919537395
"455",6.73512367922464
"456",1.81538875193813
"457",5.01527382760553
"458",2.98621658675956
"459",2.25454084504475
"460",3.34292063843417
"461",5.42917582413324
"462",3.97378894383823
"463",4.69969815107714
"464",6.45675967075338
"465",3.64721939606998
"466",2.33688998414157
"467",4.0917036662713
"468",2.63003939828771
"469",2.95817649877052
"470",2.89505351873834
"471",2.64659003571783
"472",6.11623817934855
"473",5.87989051278266
"474",3.93296075952925
"475",3.57572813332945
"476",3.4620372342616
"477",3.59715755431665
"478",2.4201324237349
"479",5.1278343005701
"480",3.94806580017783
"481",3.08660869492721
"482",1.79358298927111
"483",3.26207028954617
"484",4.24338798980019
"485",5.97107828468621
"486",5.26921116513967
"487",4.28499737832291
"488",4.82192090856637
"489",4.13477327547525
"490",5.6793848555191
"491",3.82273591928347
"492",3.94570747378153
"493",5.13046284668568
"494",3.32661349366857
"495",1.80281275488941
"496",2.41240576249177
"497",3.05123654564288
"498",3.00472985932383
"499",3.83616530008341
"500",4.03107997903752
"501",3.53584805019335
"502",2.95093142457008
"503",5.84889109988675
"504",3.20382326996025
"505",2.66984085317607
"506",3.8630378311785
"507",1.69429922855118
"508",3.90117404813533
"509",4.94646004397446
"510",2.84703687717891
"511",3.74240124895633
"512",3.32725740383652
"513",4.5398019389239
"514",1.98383572089515
"515",3.86158650950364
"516",4.41492259988392
"517",4.22744120380618
"518",2.16460930127873
"519",5.49932885151197
"520",1.58434760091206
"521",3.77849046640697
"522",6.39502820146286
"523",3.93158469602568
"524",2.93908737083511
"525",3.1451137790071
"526",4.30545622723084
"527",3.66263697845481
"528",1.87194773178117
"529",2.90507007342578
"530",2.78479393967816
"531",2.56861098985074
"532",4.10869671408732
"533",3.37133829901223
"534",3.22290119263053
"535",5.18176007094249
"536",2.44237813622476
"537",3.46481432183433
"538",2.19623544610184
"539",2.50212627759543
"540",3.18284401244928
"541",3.58542079947755
"542",3.41372949989672
"543",5.22894394686773
"544",6.9512494289959
"545",3.91350986993956
"546",4.37477958091287
"547",3.46502877454823
"548",3.53329473546087
"549",4.1836516367519
"550",3.72940669210812
"551",4.28486848843024
"552",3.27146710540335
"553",4.81648285292409
"554",4.19266017131129
"555",5.56405589166235
"556",5.04033752790388
"557",2.90430725933437
"558",2.02958211604439
"559",3.43739311219779
"560",4.13852975979365
"561",4.64812416717322
"562",4.38346639583225
"563",3.2748179472763
"564",5.32631610884934
"565",3.79587194616417
"566",5.47891377519922
"567",3.40310386902928
"568",3.44075926305521
"569",2.8428752674106
"570",2.39305036231481
"571",6.55553086460609
"572",3.3381287863096
"573",4.0953653212053
"574",2.89683937925009
"575",4.52548645086811
"576",2.89258785968657
"577",3.38720891818673
"578",2.56531039043166
"579",2.77925636156146
"580",3.75425239790258
"581",3.74658586670423
"582",3.81915404294043
"583",3.88433435384834
"584",2.54841955985725
"585",2.69347989655074
"586",4.60341497340575
"587",5.42945936586989
"588",4.98325571686011
"589",1.82604955795819
"590",4.5666639701333
"591",2.01300631929502
"592",4.22302603284911
"593",3.68775634079442
"594",3.2915611993719
"595",6.08334117951264
"596",2.29111128001644
"597",1.74452420847811
"598",3.04882568753812
"599",3.28409502468409
"600",2.41437631517805
"601",3.06396550387126
"602",3.90030255573419
"603",5.18815895478655
"604",8.8028816056167
"605",3.25262602559544
"606",4.35792814307811
"607",3.20040384266972
"608",3.37767388667232
"609",1.93467996016656
"610",3.10997180266008
"611",3.21744673645241
"612",3.05326835128004
"613",4.4533845096274
"614",5.42992078171363
"615",2.75152556121699
"616",4.04312881897012
"617",3.73199647669154
"618",3.3970034989703
"619",3.31003762396998
"620",4.55546424332546
"621",5.45940782092029
"622",4.26748824411963
"623",4.39815430141941
"624",2.41943374691728
"625",5.16592158907568
"626",4.08508599023932
"627",4.26768106366185
"628",1.99346869202761
"629",3.72060599067481
"630",3.73827201367493
"631",4.88556053764889
"632",3.75654215310732
"633",3.60208351809485
"634",2.37126724790801
"635",2.44675715907541
"636",3.52180423236776
"637",1.77433462476056
"638",4.56774316902889
"639",3.70332806176916
"640",3.304452139381
"641",4.06852004936439
"642",3.76939770017382
"643",3.53701150826148
"644",3.06861878499392
"645",1.8792040565853
"646",3.25434668347927
"647",2.86768485019274
"648",3.41674513844995
"649",3.9666516059384
"650",4.53936160385229
"651",4.20195662824588
"652",3.39968807903028
"653",3.96204550629495
"654",2.42105279031738
"655",5.12237510001574
"656",6.03639155742708
"657",3.43573491988729
"658",4.97199768168834
"659",3.66903991417864
"660",6.02825528858469
"661",5.48468433844581
"662",5.7597410585222
"663",5.45753932389866
"664",3.8826114377962
"665",4.37525166263903
"666",2.37272918088867
"667",3.86948257762095
"668",3.07076597565862
"669",3.78716613200026
"670",2.94326930944418
"671",1.49525077908295
"672",3.77599472332214
"673",3.98540334531408
"674",2.82874543346621
"675",3.47719557525017
"676",2.54480613193409
"677",3.90712849125275
"678",4.09397996110419
"679",5.12110088777801
"680",3.81417672985918
"681",7.45687642992361
"682",3.55570463219348
"683",4.00045190666333
"684",4.66523526953233
"685",3.19167194968528
"686",4.43701995501152
"687",3.54395670736635
"688",2.12871364868158
"689",2.14106621199137
"690",2.73473223420669
"691",4.18142939563608
"692",3.72605053583112
"693",4.37096953106201
"694",1.72974454876289
"695",3.94765569246528
"696",1.62911725331616
"697",4.4937319846137
"698",2.93735301066412
"699",3.0182745740272
"700",3.67750563379525
"701",4.07276015952615
"702",6.24816544243831
"703",4.85686226805397
"704",3.96865378999561
"705",4.68401264529496
"706",4.30390014968147
"707",3.16900670569436
"708",1.61811500429925
"709",3.35712967793408
"710",5.16958751944743
"711",3.01323491363833
"712",2.65154016450421
"713",1.91328803650783
"714",3.93120386147947
"715",3.15724881398679
"716",2.27763791288054
"717",3.16155788421229
"718",3.1127520639593
"719",5.3387216983603
"720",4.20768989813443
"721",4.2603285256588
"722",5.59344637477747
"723",2.36444665759468
"724",2.08422409643932
"725",5.03151928981942
"726",4.2703695293929
"727",3.04972224244468
"728",2.68082605195103
"729",5.16517766552094
"730",4.08235086429235
"731",3.78136892964581
"732",4.66266890221931
"733",5.4034500689192
"734",3.31993632863456
"735",2.01486727445717
"736",2.46810735554756
"737",5.30361440347749
"738",2.04904898319625
"739",3.52781936802624
"740",3.83528198807305
"741",3.91381294783897
"742",4.5646107150445
"743",2.6839424176828
"744",3.25063158629962
"745",2.78768519021238
"746",5.58788758269739
"747",2.83045196704781
"748",3.43008996847347
"749",1.96357679825737
"750",4.19005227982303
"751",4.78493240454349
"752",3.30842665290658
"753",4.52652400602697
"754",4.7668260068535
"755",3.03942839372353
"756",2.35896018417964
"757",3.22822109900476
"758",1.89273777366974
"759",3.26458785279823
"760",2.10705306634321
"761",1.71836310089323
"762",4.0393593194984
"763",3.37549996331234
"764",5.01087345229537
"765",3.37503596166147
"766",3.07040817704054
"767",6.20110299091904
"768",2.98055040763121
"769",7.21144310319272
"770",6.51341759859697
"771",2.5808030817543
"772",3.96718559889246
"773",3.72254256775406
"774",5.03363775786926
"775",5.10300480315672
"776",3.69641162727771
"777",4.1800486302741
"778",3.42228438762446
"779",3.02248520390873
"780",2.26565048499337
"781",3.60651435730224
"782",2.80495637385323
"783",3.04170565128934
"784",3.07029712573161
"785",3.00019079750635
"786",3.17231622375013
"787",4.38804746751598
"788",3.43190829031995
"789",3.76122683662641
"790",3.38167834037922
"791",2.96156974694359
"792",5.28960275441129
"793",4.01490623355193
"794",3.25977826603594
"795",6.00602056294673
"796",2.63235372379193
"797",2.9336594561764
"798",3.99779176032729
"799",3.65652990121606
"800",3.18594388699925
"801",4.18563055842001
"802",4.71334653423502
"803",1.63404136920615
"804",4.14927829794851
"805",3.46806565670821
"806",4.64963568425634
"807",7.87108200118352
"808",3.76903862308254
"809",3.62813257986564
"810",3.40367796032031
"811",4.21110354335275
"812",2.33701274970496
"813",3.35755608537893
"814",2.88395023129916
"815",4.46048659879729
"816",2.76529516287696
"817",3.4333044015646
"818",4.92400742713664
"819",4.00843712114443
"820",3.61584778440958
"821",4.62826843656373
"822",7.21231312232774
"823",3.1454958342338
"824",2.52973479651969
"825",2.02162628156841
"826",4.58613034829657
"827",1.67880317781294
"828",3.23612948560863
"829",2.75138638984351
"830",4.6587157353635
"831",1.79868748514223
"832",3.15745210651855
"833",1.87334401270666
"834",3.86625570894364
"835",3.93697790651755
"836",3.20522245789805
"837",4.74177321214185
"838",4.04207079834405
"839",5.61124504939554
"840",4.42515594346179
"841",6.30233253380624
"842",1.81609298743183
"843",4.69728309238748
"844",4.47430299031992
"845",3.50018404298022
"846",4.38307805906068
"847",3.01375700470112
"848",4.69469760413869
"849",1.33399644560757
"850",3.58404794789852
"851",3.08009537682068
"852",2.20751694326816
"853",2.4505278654795
"854",5.59935525349807
"855",4.05227213607779
"856",3.43052172108262
"857",3.51051953257536
"858",3.27389888923124
"859",4.52573918653186
"860",4.63527552688416
"861",3.12248195003974
"862",3.8502637452124
"863",3.51782803758555
"864",3.74499990188462
"865",3.0390925267904
"866",2.56387480953035
"867",2.89835840533457
"868",4.00039054843149
"869",3.90649728967765
"870",2.70773703781882
"871",2.7791103890503
"872",4.7810076439204
"873",3.75000422092964
"874",3.63320948799598
"875",5.67707483826457
"876",2.80653462300349
"877",3.84607308913776
"878",4.59508777782945
"879",5.74072457299799
"880",2.82828727276489
"881",3.28383981002155
"882",4.06420663081256
"883",4.95364626306999
"884",2.92855637981401
"885",4.00213055603182
"886",2.25173640995196
"887",4.10197065566801
"888",2.5453232823134
"889",3.80115909752072
"890",8.71462452861241
"891",2.37580353097358
"892",5.79306325173147
"893",1.88662987014972
"894",4.56335864294097
"895",7.67075656790372
"896",2.64004362082412
"897",2.53957431449911
"898",4.3148554143897
"899",2.26661513923881
"900",3.81705590065013
"901",2.91998097574063
"902",2.1483834683922
"903",4.01832345332974
"904",4.56883815739618
"905",4.08740579088893
"906",1.61251102384518
"907",3.38849462831021
"908",2.44366560963903
"909",1.80965025872411
"910",2.32136458244068
"911",3.62227784191115
"912",3.1510195231707
"913",3.85381605622563
"914",2.53130726715366
"915",2.66599465022463
"916",1.30003025897889
"917",2.38066509694421
"918",3.08388084897786
"919",5.09403260623712
"920",1.89150433727574
"921",2.69916158399208
"922",2.88250818820876
"923",4.75589638215369
"924",2.92658825390471
"925",4.54811633357303
"926",4.83665604812589
"927",2.43128905364793
"928",4.61716634501966
"929",2.75907649730761
"930",4.12877292448218
"931",3.20524966192523
"932",2.723540208562
"933",4.3966881253897
"934",5.28312967716521
"935",2.37879748834548
"936",4.43753038723874
"937",3.67373037422868
"938",3.46018196519762
"939",3.77658465012686
"940",4.40646772638316
"941",1.87332966599981
"942",3.75215551811326
"943",3.95704582569436
"944",5.95177107465061
"945",5.42195551465255
"946",4.00477976313163
"947",4.9318504340582
"948",3.20601874689838
"949",5.04643634423655
"950",1.58458116307366
"951",4.51504488704227
"952",3.74775717330718
"953",3.75599661801812
"954",3.77287786902754
"955",3.29380577891624
"956",2.05945376016061
"957",2.98237595400818
"958",3.46453409698296
"959",3.62093007923914
"960",1.53135761120602
"961",4.08075840585823
"962",2.06578879489067
"963",4.25660467753009
"964",4.57174326420597
"965",2.65345922067472
"966",2.31769510242376
"967",3.23793929302264
"968",5.86236096826653
"969",2.86033042199097
"970",2.0438749233604
"971",7.10602591797907
"972",2.73185750592604
"973",3.12348255676197
"974",4.69361198973623
"975",4.08115202772026
"976",2.5273142779454
"977",3.21640167878734
"978",2.1557147071253
"979",3.47266343418805
"980",4.10799686270467
"981",2.94129453529734
"982",5.1584163311198
"983",3.78684596844143
"984",4.26298728720463
"985",3.32329774421108
"986",6.51122433807651
"987",1.90035243189934
"988",2.45776407645472
"989",1.8951442208569
"990",1.69826060569318
"991",4.08193211769447
"992",2.82304047810418
"993",3.42846305050405
"994",5.18283583635493
"995",3.09555550958825
"996",3.1583030623601
"997",4.42777975355761
"998",4.70184842489309
"999",2.78188471146458
"1000",3.71695985356067
"1001",3.13134908883094
"1002",4.52304664352356
"1003",4.90780294798183
"1004",2.2472649109384
"1005",3.38015909595384
"1006",3.06528465696361
"1007",3.43209452925026
"1008",3.36471497083486
"1009",4.70483428941651
"1010",5.6022994440779
"1011",3.47540368350627
"1012",3.1874594918648
"1013",2.9741878337628
"1014",4.72193772292891
"1015",3.4099546801306
"1016",3.44917379124318
"1017",4.22350630238475
"1018",4.40207052007205
"1019",5.42168584286099
"1020",6.37594319483049
"1021",4.08615875811644
"1022",3.03211070408577
"1023",3.42069376408417
"1024",3.91010247009756
"1025",3.8153363207526
"1026",4.74003473293579
"1027",3.73640892517811
"1028",6.04621213686271
"1029",1.70332378929148
"1030",2.50404185346626
"1031",4.63513593050986
"1032",4.73128948477479
"1033",3.81850532381041
"1034",3.33004777743975
"1035",4.05817147925464
"1036",4.71987797753472
"1037",4.45392766646815
"1038",3.98010221560315
"1039",3.75395397894045
"1040",2.74472106557457
"1041",5.02013606838919
"1042",3.890614760754
"1043",3.64887153215989
"1044",3.97903612294147
"1045",3.63392814425422
"1046",2.6120585587227
"1047",4.81080464558246
"1048",1.89181856350338
"1049",3.36108213182663
"1050",5.16543946259131
"1051",3.33868039882755
"1052",3.45505774705332
"1053",4.16764076956493
"1054",3.89082554814654
"1055",3.14674916103098
"1056",2.1594210318791
"1057",1.90257283042944
"1058",3.22010882587542
"1059",5.23209451349208
"1060",4.94808774115041
"1061",1.94560799378929
"1062",4.92769233863157
"1063",3.02790381127402
"1064",4.05294269708589
"1065",3.64519494931052
"1066",4.32679432287054
"1067",3.62293252363935
"1068",2.47286962918393
"1069",3.67382157432862
"1070",2.88480608298455
"1071",3.46015593063058
"1072",3.75489378820158
"1073",3.66649426150522
"1074",2.5726080868941
"1075",4.33170943199447
"1076",3.99552457782399
"1077",4.06902399427233
"1078",2.87079905455598
"1079",2.0983661473424
"1080",3.24902914154142
"1081",2.85904312275224
"1082",3.32967402952434
"1083",5.18119645564244
"1084",3.87772913729445
"1085",4.70288135714635
"1086",2.56592998222243
"1087",4.49204183974309
"1088",6.73100229872142
"1089",4.62257579608598
"1090",5.58627623773213
"1091",2.14383230321945
"1092",2.09521618824942
"1093",3.11493100962789
"1094",5.7498092191192
"1095",1.96347948485441
"1096",5.07723899214121
"1097",4.88808060821798
"1098",3.75348062837516
"1099",5.66258865077983
"1100",3.99322210116328
"1101",2.51926766799364
"1102",2.92015878788075
"1103",3.2095004883212
"1104",4.61241654723922
"1105",3.69428880664519
"1106",2.45478936074828
"1107",2.00739539454129
"1108",3.89460432323125
"1109",7.09827047348395
"1110",4.29353346278904
"1111",4.09749860762893
"1112",6.05432200557331
"1113",1.92669485395233
"1114",4.08383118333089
"1115",3.86829435201457
"1116",4.10499220853603
"1117",3.51498178012643
"1118",2.92626382585916
"1119",2.59543905035487
"1120",3.67741881383225
"1121",2.69511751075005
"1122",4.29788861733046
"1123",3.51966162749365
"1124",3.52914628304076
"1125",7.28164819160266
"1126",5.0927593609819
"1127",5.32824755964593
"1128",2.45947902864961
"1129",5.19603442053382
"1130",3.07435631796376
"1131",3.52797028714887
"1132",4.07585174478575
"1133",2.27879002588403
"1134",5.24583220374347
"1135",3.31932498286806
"1136",3.59665880523182
"1137",4.48841995490348
"1138",4.17475138054062
"1139",4.72782717187896
"1140",3.39941460439935
"1141",4.16708315332834
"1142",1.02245496498713
"1143",3.47516717799732
"1144",3.80977921966663
"1145",3.92862602067901
"1146",3.53059480563607
"1147",3.77685818367364
"1148",3.06803297396637
"1149",2.20834847356612
"1150",3.81926436300807
"1151",3.55569674339461
"1152",3.69641860270103
"1153",5.54043313542098
"1154",4.7703080947178
"1155",2.18872477644107
"1156",3.13350372509851
"1157",2.74234102571753
"1158",1.65973211964668
"1159",2.85303961072437
"1160",6.81924641983289
"1161",2.49143082997373
"1162",2.50118017498187
"1163",2.66867142610655
"1164",2.75807577947126
"1165",3.794185362199
"1166",4.38435926710186
"1167",3.6857859714053
"1168",3.86815527000313
"1169",2.97614092380967
"1170",4.97568020482882
"1171",4.41072430582325
"1172",4.08499020752362
"1173",3.49142024572909
"1174",3.69340533829843
"1175",2.08073624165969
"1176",3.43129139900228
"1177",3.61886271417737
"1178",4.93561513482582
"1179",4.23283093389751
"1180",4.17664974602266
"1181",2.93030765671682
"1182",1.55822670729766
"1183",6.51637237139956
"1184",3.30906220196027
"1185",6.89796005912791
"1186",3.85445792826972
"1187",3.70216334251848
"1188",0.938728139377983
"1189",3.13982608367001
"1190",2.1257039983477
"1191",4.49459662630378
"1192",3.40730786325842
"1193",4.0890715019205
"1194",3.07681476196103
"1195",2.74728710037024
"1196",5.34643667642949
"1197",5.14941426532862
"1198",3.50624965182536
"1199",2.96580561286456
"1200",4.65507027973757
"1201",5.40701257791068
"1202",2.73379409105579
"1203",2.86800573813911
"1204",2.43429921265395
"1205",4.58061156530446
"1206",5.23293886822874
"1207",4.50142000492713
"1208",4.1377143224463
"1209",4.67709132621812
"1210",6.20900082119642
"1211",2.45565790241411
"1212",4.04061712310747
"1213",2.54503116178911
"1214",4.19485668748052
"1215",3.62823989369878
"1216",4.90276354227677
"1217",2.99337982250824
"1218",6.32584611516323
"1219",4.57993313057301
"1220",3.07387186578509
"1221",2.79153859352228
"1222",3.11528522344533
"1223",3.28312792152546
"1224",6.17000245723611
"1225",2.28258027994978
"1226",2.41738424876446
"1227",5.12440093076385
"1228",4.88415489934548
"1229",3.379333891292
"1230",4.92735330003961
"1231",4.38951503720672
"1232",3.61738464158127
"1233",2.41391369024041
"1234",3.45265907106885
"1235",6.27071467743675
"1236",3.91973426648268
"1237",3.51957101804422
"1238",5.79864596981548
"1239",3.99814183926156
"1240",4.29936431940669
"1241",1.84009498555614
"1242",4.8208368715565
"1243",7.16843130904178
"1244",3.81011667490224
"1245",2.32516962840435
"1246",5.66288288979907
"1247",2.98190362689056
"1248",1.66343340449097
"1249",2.35974586982053
